,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_k,salary_more_than_100k
315,2022,SE,FT,Data Scientist,165220,USD,165220,US,2,US,1,165.22,1
316,2022,EN,FT,Data Engineer,35000,GBP,45807,GB,2,GB,1,35.0,0
317,2022,SE,FT,Data Scientist,120160,USD,120160,US,2,US,1,120.16,1
318,2022,SE,FT,Data Analyst,90320,USD,90320,US,2,US,1,90.32,0
319,2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,1,181.94,1
320,2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,1,132.32,1
321,2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,1,220.11,1
322,2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,1,160.08,1
323,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,2,180.0,1
324,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,2,120.0,1
325,2022,SE,FT,Data Analyst,124190,USD,124190,US,2,US,1,124.19,1
326,2022,EX,FT,Data Analyst,130000,USD,130000,US,2,US,1,130.0,1
327,2022,EX,FT,Data Analyst,110000,USD,110000,US,2,US,1,110.0,1
328,2022,SE,FT,Data Analyst,170000,USD,170000,US,2,US,1,170.0,1
329,2022,MI,FT,Data Analyst,115500,USD,115500,US,2,US,1,115.5,1
330,2022,SE,FT,Data Analyst,112900,USD,112900,US,2,US,1,112.9,1
331,2022,SE,FT,Data Analyst,90320,USD,90320,US,2,US,1,90.32,0
332,2022,SE,FT,Data Analyst,112900,USD,112900,US,2,US,1,112.9,1
333,2022,SE,FT,Data Analyst,90320,USD,90320,US,2,US,1,90.32,0
334,2022,SE,FT,Data Engineer,165400,USD,165400,US,2,US,1,165.4,1
335,2022,SE,FT,Data Engineer,132320,USD,132320,US,2,US,1,132.32,1
336,2022,MI,FT,Data Analyst,167000,USD,167000,US,2,US,1,167.0,1
337,2022,SE,FT,Data Engineer,243900,USD,243900,US,2,US,1,243.9,1
338,2022,SE,FT,Data Analyst,136600,USD,136600,US,2,US,1,136.6,1
339,2022,SE,FT,Data Analyst,109280,USD,109280,US,2,US,1,109.28,1
340,2022,SE,FT,Data Engineer,128875,USD,128875,US,2,US,1,128.875,1
341,2022,SE,FT,Data Engineer,93700,USD,93700,US,2,US,1,93.7,0
342,2022,EX,FT,Head of Data Science,224000,USD,224000,US,2,US,1,224.0,1
343,2022,EX,FT,Head of Data Science,167875,USD,167875,US,2,US,1,167.875,1
344,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,2,US,1,175.0,1
345,2022,SE,FT,Data Engineer,156600,USD,156600,US,2,US,1,156.6,1
346,2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,1,108.8,1
347,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,1,95.55,0
348,2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,2,113.0,1
349,2022,SE,FT,Data Analyst,135000,USD,135000,US,2,US,1,135.0,1
350,2022,SE,FT,Data Science Manager,161342,USD,161342,US,2,US,1,161.342,1
351,2022,SE,FT,Data Science Manager,137141,USD,137141,US,2,US,1,137.141,1
352,2022,SE,FT,Data Scientist,167000,USD,167000,US,2,US,1,167.0,1
353,2022,SE,FT,Data Scientist,123000,USD,123000,US,2,US,1,123.0,1
354,2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,1,60.0,0
355,2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,1,50.0,0
356,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,1,150.0,1
357,2022,SE,FT,Data Scientist,211500,USD,211500,US,2,US,1,211.5,1
358,2022,SE,FT,Data Architect,192400,USD,192400,CA,2,CA,1,192.4,1
359,2022,SE,FT,Data Architect,90700,USD,90700,CA,2,CA,1,90.7,0
360,2022,SE,FT,Data Analyst,130000,USD,130000,CA,2,CA,1,130.0,1
361,2022,SE,FT,Data Analyst,61300,USD,61300,CA,2,CA,1,61.3,0
362,2022,SE,FT,Data Analyst,130000,USD,130000,CA,2,CA,1,130.0,1
363,2022,SE,FT,Data Analyst,61300,USD,61300,CA,2,CA,1,61.3,0
364,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,2,160.0,1
365,2022,SE,FT,Data Scientist,138600,USD,138600,US,2,US,1,138.6,1
366,2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,1,136.0,1
367,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,0,58.0,0
368,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,2,US,1,135.0,1
369,2022,SE,FT,Data Scientist,170000,USD,170000,US,2,US,1,170.0,1
370,2022,SE,FT,Data Scientist,123000,USD,123000,US,2,US,1,123.0,1
371,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,1,189.65,1
372,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,1,164.996,1
373,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,1,50.0,0
374,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,1,50.0,0
375,2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,2,CA,0,150.0,1
376,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,1,132.0,1
377,2022,SE,FT,Data Engineer,165400,USD,165400,US,2,US,1,165.4,1
378,2022,SE,FT,Data Architect,208775,USD,208775,US,2,US,1,208.775,1
379,2022,SE,FT,Data Architect,147800,USD,147800,US,2,US,1,147.8,1
380,2022,SE,FT,Data Engineer,136994,USD,136994,US,2,US,1,136.994,1
381,2022,SE,FT,Data Engineer,101570,USD,101570,US,2,US,1,101.57,1
382,2022,SE,FT,Data Analyst,128875,USD,128875,US,2,US,1,128.875,1
383,2022,SE,FT,Data Analyst,93700,USD,93700,US,2,US,1,93.7,0
384,2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,1,IN,2,6000.0,1
385,2022,SE,FT,Data Engineer,132320,USD,132320,US,2,US,1,132.32,1
386,2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,2,GB,2,28.5,0
387,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,1,164.0,1
388,2022,SE,FT,Data Engineer,155000,USD,155000,US,2,US,1,155.0,1
389,2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,1,95.0,0
390,2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,1,75.0,0
391,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,1,120.0,1
392,2022,SE,FT,Data Analyst,112900,USD,112900,US,2,US,1,112.9,1
393,2022,SE,FT,Data Analyst,90320,USD,90320,US,2,US,1,90.32,0
394,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,2,US,1,145.0,1
395,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,2,US,1,105.4,1
396,2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,2,DE,1,80.0,0
397,2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,1,90.0,0
398,2022,SE,FT,Data Scientist,215300,USD,215300,US,2,US,2,215.3,1
399,2022,SE,FT,Data Scientist,158200,USD,158200,US,2,US,2,158.2,1
400,2022,SE,FT,Data Engineer,209100,USD,209100,US,2,US,2,209.1,1
401,2022,SE,FT,Data Engineer,154600,USD,154600,US,2,US,2,154.6,1
402,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,1,115.934,1
403,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,1,81.666,0
404,2022,SE,FT,Data Engineer,175000,USD,175000,US,2,US,1,175.0,1
405,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,1,75.0,0
406,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,0,58.0,0
407,2022,SE,FT,Data Engineer,183600,USD,183600,US,2,US,2,183.6,1
408,2022,MI,FT,Data Analyst,40000,GBP,52351,GB,2,GB,1,40.0,0
409,2022,SE,FT,Data Scientist,180000,USD,180000,US,2,US,1,180.0,1
410,2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,1,55.0,0
411,2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,1,35.0,0
412,2022,MI,FT,Data Engineer,60000,EUR,65949,GR,2,GR,1,60.0,0
413,2022,MI,FT,Data Engineer,45000,EUR,49461,GR,2,GR,1,45.0,0
414,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,2,GB,1,60.0,0
415,2022,MI,FT,Data Engineer,45000,GBP,58894,GB,2,GB,1,45.0,0
416,2022,SE,FT,Data Scientist,260000,USD,260000,US,2,US,1,260.0,1
417,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,2,MX,2,60.0,0
418,2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,1,63.9,0
419,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,2,US,2,160.0,1
420,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,2,US,2,112.3,1
421,2022,MI,FT,Data Science Manager,241000,USD,241000,US,2,US,1,241.0,1
422,2022,MI,FT,Data Science Manager,159000,USD,159000,US,2,US,1,159.0,1
423,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,1,180.0,1
424,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,1,80.0,0
425,2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,1,82.9,0
426,2022,SE,FT,Data Engineer,100800,USD,100800,US,2,US,2,100.8,1
427,2022,MI,FT,Data Engineer,45000,EUR,49461,ES,2,ES,1,45.0,0
428,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,2,140.4,1
429,2022,MI,FT,Data Analyst,30000,GBP,39263,GB,2,GB,1,30.0,0
430,2022,MI,FT,Data Analyst,40000,EUR,43966,ES,2,ES,1,40.0,0
431,2022,MI,FT,Data Analyst,30000,EUR,32974,ES,2,ES,1,30.0,0
432,2022,MI,FT,Data Engineer,80000,EUR,87932,ES,2,ES,1,80.0,0
433,2022,MI,FT,Data Engineer,70000,EUR,76940,ES,2,ES,1,70.0,0
434,2022,MI,FT,Data Engineer,80000,GBP,104702,GB,2,GB,1,80.0,0
435,2022,MI,FT,Data Engineer,70000,GBP,91614,GB,2,GB,1,70.0,0
436,2022,MI,FT,Data Engineer,60000,EUR,65949,ES,2,ES,1,60.0,0
437,2022,MI,FT,Data Engineer,80000,EUR,87932,GR,2,GR,1,80.0,0
438,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,1,189.65,1
439,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,1,164.996,1
440,2022,MI,FT,Data Analyst,40000,EUR,43966,GR,2,GR,1,40.0,0
441,2022,MI,FT,Data Analyst,30000,EUR,32974,GR,2,GR,1,30.0,0
442,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,2,GB,1,75.0,0
443,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,2,GB,1,60.0,0
444,2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,2,215.3,1
445,2022,MI,FT,Data Engineer,70000,EUR,76940,GR,2,GR,1,70.0,0
446,2022,SE,FT,Data Engineer,209100,USD,209100,US,2,US,2,209.1,1
447,2022,SE,FT,Data Engineer,154600,USD,154600,US,2,US,2,154.6,1
448,2022,SE,FT,Data Engineer,180000,USD,180000,US,2,US,1,180.0,1
449,2022,EN,FT,ML Engineer,20000,EUR,21983,PT,2,PT,2,20.0,0
450,2022,SE,FT,Data Engineer,80000,USD,80000,US,2,US,1,80.0,0
451,2022,MI,FT,Machine Learning Developer,100000,CAD,78791,CA,2,CA,1,100.0,0
452,2022,EX,FT,Director of Data Science,250000,CAD,196979,CA,1,CA,2,250.0,1
453,2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,2,US,0,120.0,1
454,2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,1,125.0,1
455,2022,MI,FT,NLP Engineer,240000,CNY,37236,US,1,US,2,240.0,1
456,2022,SE,FT,Data Engineer,105000,USD,105000,US,2,US,1,105.0,1
457,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,1,80.0,0
458,2022,MI,FT,Business Data Analyst,1400000,INR,18442,IN,2,IN,1,1400.0,1
459,2022,MI,FT,Data Scientist,2400000,INR,31615,IN,2,IN,2,2400.0,1
460,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,1,PT,2,53.0,0
461,2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,1,US,2,100.0,0
462,2022,MI,PT,Data Engineer,50000,EUR,54957,DE,1,DE,2,50.0,0
463,2022,EN,FT,Data Scientist,1400000,INR,18442,IN,2,IN,1,1400.0,1
464,2022,SE,FT,Principal Data Scientist,148000,EUR,162674,DE,2,DE,1,148.0,1
465,2022,EN,FT,Data Engineer,120000,USD,120000,US,2,US,1,120.0,1
466,2022,SE,FT,Research Scientist,144000,USD,144000,US,1,US,2,144.0,1
467,2022,SE,FT,Data Scientist,104890,USD,104890,US,2,US,1,104.89,1
468,2022,SE,FT,Data Engineer,100000,USD,100000,US,2,US,1,100.0,0
469,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
470,2022,MI,FT,Data Analyst,135000,USD,135000,US,2,US,1,135.0,1
471,2022,MI,FT,Data Analyst,50000,USD,50000,US,2,US,1,50.0,0
472,2022,SE,FT,Data Scientist,220000,USD,220000,US,2,US,1,220.0,1
473,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
474,2022,MI,FT,Data Scientist,140000,GBP,183228,GB,0,GB,1,140.0,1
475,2022,MI,FT,Data Scientist,70000,GBP,91614,GB,0,GB,1,70.0,0
476,2022,SE,FT,Data Scientist,185100,USD,185100,US,2,US,1,185.1,1
477,2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,2,US,1,220.0,1
478,2022,MI,FT,Data Scientist,200000,USD,200000,US,2,US,1,200.0,1
479,2022,MI,FT,Data Scientist,120000,USD,120000,US,2,US,1,120.0,1
480,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,2,AE,0,120.0,1
481,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,2,AE,0,65.0,0
482,2022,EX,FT,Data Engineer,324000,USD,324000,US,2,US,1,324.0,1
483,2022,EX,FT,Data Engineer,216000,USD,216000,US,2,US,1,216.0,1
484,2022,SE,FT,Data Engineer,210000,USD,210000,US,2,US,1,210.0,1
485,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,2,US,1,120.0,1
486,2022,SE,FT,Data Scientist,230000,USD,230000,US,2,US,1,230.0,1
487,2022,EN,PT,Data Scientist,100000,USD,100000,DZ,1,DZ,1,100.0,0
488,2022,MI,FL,Data Scientist,100000,USD,100000,CA,2,US,1,100.0,0
489,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31875,TN,2,CZ,1,29.0,0
490,2022,SE,FT,Head of Data,200000,USD,200000,MY,2,US,1,200.0,1
491,2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,2,CA,0,75.0,0
492,2022,MI,FT,Data Scientist,150000,PLN,35590,PL,2,PL,2,150.0,1
493,2022,SE,FT,Machine Learning Developer,100000,CAD,78791,CA,2,CA,1,100.0,0
494,2022,SE,FT,Data Scientist,100000,USD,100000,BR,2,US,1,100.0,0
495,2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,1,US,1,153.0,1
496,2022,EN,FT,Data Engineer,52800,EUR,58035,PK,2,DE,1,52.8,0
497,2022,SE,FT,Data Scientist,165000,USD,165000,US,2,US,1,165.0,1
498,2022,SE,FT,Research Scientist,85000,EUR,93427,FR,1,FR,2,85.0,0
499,2022,EN,FT,Data Scientist,66500,CAD,52396,CA,2,CA,2,66.5,0
500,2022,SE,FT,Machine Learning Engineer,57000,EUR,62651,NL,2,NL,2,57.0,0
501,2022,MI,FT,Head of Data,30000,EUR,32974,EE,2,EE,0,30.0,0
502,2022,EN,FT,Data Scientist,40000,USD,40000,JP,2,MY,2,40.0,0
503,2022,MI,FT,Machine Learning Engineer,121000,AUD,87425,AU,2,AU,2,121.0,1
504,2022,SE,FT,Data Engineer,115000,USD,115000,US,2,US,1,115.0,1
505,2022,EN,FT,Data Scientist,120000,AUD,86703,AU,1,AU,1,120.0,1
506,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,2,US,2,75.0,0
507,2022,MI,FT,Research Scientist,59000,EUR,64849,AT,0,AT,2,59.0,0
508,2022,EN,FT,Research Scientist,120000,USD,120000,US,2,US,2,120.0,1
509,2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,2,US,2,157.0,1
510,2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,AU,2,AU,0,150.0,1
511,2022,MI,FT,Business Data Analyst,90000,CAD,70912,CA,1,CA,2,90.0,0
512,2022,EN,FT,Data Engineer,65000,USD,65000,US,2,US,0,65.0,0
513,2022,SE,FT,Machine Learning Engineer,65000,EUR,71444,IE,2,IE,0,65.0,0
514,2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,1,20.0,0
515,2022,MI,FT,Data Scientist,48000,USD,48000,RU,2,US,0,48.0,0
516,2022,SE,FT,Data Science Manager,152500,USD,152500,US,2,US,1,152.5,1
517,2022,MI,FT,Data Engineer,62000,EUR,68147,FR,2,FR,1,62.0,0
518,2022,MI,FT,Data Scientist,115000,CHF,122346,CH,0,CH,2,115.0,1
519,2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,2,US,2,380.0,1
520,2022,MI,FT,Data Scientist,88000,CAD,69336,CA,2,CA,1,88.0,0
521,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,2,LU,1,10.0,0
522,2022,MI,FT,Data Analyst,20000,USD,20000,GR,2,GR,0,20.0,0
523,2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,2,US,2,405.0,1
524,2022,MI,FT,Data Scientist,135000,USD,135000,US,2,US,2,135.0,1
525,2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,2,US,2,177.0,1
526,2022,MI,FT,Data Scientist,78000,USD,78000,US,2,US,1,78.0,0
527,2022,SE,FT,Data Analyst,135000,USD,135000,US,2,US,1,135.0,1
528,2022,SE,FT,Data Analyst,100000,USD,100000,US,2,US,1,100.0,0
529,2022,SE,FT,Data Analyst,90320,USD,90320,US,2,US,1,90.32,0
530,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,1,85.0,0
531,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,1,75.0,0
532,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,2,US,1,214.0,1
533,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,2,US,1,192.6,1
534,2022,SE,FT,Data Architect,266400,USD,266400,US,2,US,1,266.4,1
535,2022,SE,FT,Data Architect,213120,USD,213120,US,2,US,1,213.12,1
536,2022,SE,FT,Data Analyst,112900,USD,112900,US,2,US,1,112.9,1
537,2022,SE,FT,Data Engineer,155000,USD,155000,US,2,US,1,155.0,1
538,2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,1,141.3,1
539,2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,1,102.1,1
540,2022,SE,FT,Data Analyst,115934,USD,115934,US,2,US,1,115.934,1
541,2022,SE,FT,Data Analyst,81666,USD,81666,US,2,US,1,81.666,0
542,2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,1,206.699,1
543,2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,1,99.1,0
544,2022,SE,FT,Data Engineer,130000,USD,130000,US,2,US,1,130.0,1
545,2022,SE,FT,Data Engineer,115000,USD,115000,US,2,US,1,115.0,1
546,2022,SE,FT,Data Engineer,110500,USD,110500,US,2,US,1,110.5,1
547,2022,SE,FT,Data Engineer,130000,USD,130000,US,2,US,1,130.0,1
548,2022,SE,FT,Data Analyst,99050,USD,99050,US,2,US,1,99.05,0
549,2022,SE,FT,Data Engineer,160000,USD,160000,US,2,US,1,160.0,1
550,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,2,205.3,1
551,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,2,140.4,1
552,2022,SE,FT,Data Scientist,176000,USD,176000,US,2,US,1,176.0,1
553,2022,SE,FT,Data Scientist,144000,USD,144000,US,2,US,1,144.0,1
554,2022,SE,FT,Data Engineer,200100,USD,200100,US,2,US,1,200.1,1
555,2022,SE,FT,Data Engineer,160000,USD,160000,US,2,US,1,160.0,1
556,2022,SE,FT,Data Engineer,145000,USD,145000,US,2,US,1,145.0,1
557,2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,1,70.5,0
558,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,1,205.3,1
559,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,1,140.4,1
560,2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,1,205.3,1
561,2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,1,184.7,1
562,2022,SE,FT,Data Engineer,175100,USD,175100,US,2,US,1,175.1,1
563,2022,SE,FT,Data Engineer,140250,USD,140250,US,2,US,1,140.25,1
564,2022,SE,FT,Data Analyst,116150,USD,116150,US,2,US,1,116.15,1
565,2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,1,54.0,0
566,2022,SE,FT,Data Analyst,170000,USD,170000,US,2,US,1,170.0,1
567,2022,MI,FT,Data Analyst,50000,GBP,65438,GB,0,GB,1,50.0,0
568,2022,SE,FT,Data Analyst,80000,USD,80000,US,2,US,1,80.0,0
569,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
570,2022,SE,FT,Data Scientist,210000,USD,210000,US,2,US,1,210.0,1
571,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
572,2022,SE,FT,Data Analyst,100000,USD,100000,US,2,US,1,100.0,0
573,2022,SE,FT,Data Analyst,69000,USD,69000,US,2,US,1,69.0,0
574,2022,SE,FT,Data Scientist,210000,USD,210000,US,2,US,1,210.0,1
575,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
576,2022,SE,FT,Data Scientist,210000,USD,210000,US,2,US,1,210.0,1
577,2022,SE,FT,Data Analyst,150075,USD,150075,US,2,US,1,150.075,1
578,2022,SE,FT,Data Engineer,100000,USD,100000,US,2,US,1,100.0,0
579,2022,SE,FT,Data Engineer,25000,USD,25000,US,2,US,1,25.0,0
580,2022,SE,FT,Data Analyst,126500,USD,126500,US,2,US,1,126.5,1
581,2022,SE,FT,Data Analyst,106260,USD,106260,US,2,US,1,106.26,1
582,2022,SE,FT,Data Engineer,220110,USD,220110,US,2,US,1,220.11,1
583,2022,SE,FT,Data Engineer,160080,USD,160080,US,2,US,1,160.08,1
584,2022,SE,FT,Data Analyst,105000,USD,105000,US,2,US,1,105.0,1
585,2022,SE,FT,Data Analyst,110925,USD,110925,US,2,US,1,110.925,1
586,2022,MI,FT,Data Analyst,35000,GBP,45807,GB,0,GB,1,35.0,0
587,2022,SE,FT,Data Scientist,140000,USD,140000,US,2,US,1,140.0,1
588,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,1,99.0,0
589,2022,SE,FT,Data Analyst,60000,USD,60000,US,2,US,1,60.0,0
590,2022,SE,FT,Data Architect,192564,USD,192564,US,2,US,1,192.564,1
591,2022,SE,FT,Data Architect,144854,USD,144854,US,2,US,1,144.854,1
592,2022,SE,FT,Data Scientist,230000,USD,230000,US,2,US,1,230.0,1
593,2022,SE,FT,Data Scientist,150000,USD,150000,US,2,US,1,150.0,1
594,2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,2,US,1,150.26,1
595,2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,2,US,1,109.28,1
596,2022,SE,FT,Data Scientist,210000,USD,210000,US,2,US,1,210.0,1
597,2022,SE,FT,Data Analyst,170000,USD,170000,US,2,US,1,170.0,1
598,2022,MI,FT,Data Scientist,160000,USD,160000,US,2,US,1,160.0,1
599,2022,MI,FT,Data Scientist,130000,USD,130000,US,2,US,1,130.0,1
600,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,1,67.0,0
601,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,1,52.0,0
602,2022,SE,FT,Data Engineer,154000,USD,154000,US,2,US,1,154.0,1
603,2022,SE,FT,Data Engineer,126000,USD,126000,US,2,US,1,126.0,1
604,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,1,129.0,1
605,2022,SE,FT,Data Analyst,150000,USD,150000,US,2,US,1,150.0,1
606,2022,MI,FT,AI Scientist,200000,USD,200000,IN,2,US,2,200.0,1
